ID,NUMBER_OF_VICTIMS,DATE,TIME,HOUR,DATE_TIME,SUNSET,TEMPERATURE,PRECIPITATION,CLOUD_COVER,PLACE_OF_EVENT,TYPE_OF_STREET,STREET,HEIGHT,CROSSING,NORMALIZED_ADDRESS,COMMUNE,POS_X,POS_Y,PARTICIPANTS,VICTIM,ACCUSED,Incident_ID,Date,Year,Month,Day,Role,Victim,Gender,Age,Date_of_Death
2017-0026,2,2017-02-26,05:15:00,5,2017-02-26 05:15:00,19:33:57,29.0,,41.8,AV. PERITO MORENO Y FOURNIER,AVENIDA,"MORENO, PERITO AV.",,FOURNIER,"MORENO, PERITO AV. y FOURNIER",4,-58.41842777,-34.64979057,Car-OBJETO FIJO,Car,Fixed Object,2017-0026,2017-02-26,2017,2,26,Passenger_Companion,Car,Female,23,2017-02-26
2017-0026,2,2017-02-26,05:15:00,5,2017-02-26 05:15:00,19:33:57,29.0,,41.8,AV. PERITO MORENO Y FOURNIER,AVENIDA,"MORENO, PERITO AV.",,FOURNIER,"MORENO, PERITO AV. y FOURNIER",4,-58.41842777,-34.64979057,Car-OBJETO FIJO,Car,Fixed Object,2017-0026,2017-02-26,2017,2,26,Driver,Car,Male,19,2017-02-26
2017-0027,1,2017-02-26,21:57:00,21,2017-02-26 21:57:00,19:33:47,29.0,,42.5,AV. CASEROS 1429,AVENIDA,CASEROS AV.,1429.0,,CASEROS AV. 1429,1,-58.38332245,-34.63193250,Pedestrian-Car,Pedestrian,Car,2017-0027,2017-02-26,2017,2,26,Pedestrian,Pedestrian,Male,42,2017-02-26
2017-0028,1,2017-02-28,09:20:00,9,2017-02-28 09:20:00,19:31:33,27.3,,19.2,AV. GAONA Y FRAGATA SARMIENTO,AVENIDA,GAONA AV.,,FRAGATA PRES. SARMIENTO,GAONA AV. y FRAGATA PRES. SARMIENTO,6,-58.45475488,-34.61196327,Pedestrian-Car,Pedestrian,Car,2017-0028,2017-02-28,2017,2,28,Pedestrian,Pedestrian,Male,87,2017-02-28
2017-0029,1,2017-03-07,02:15:00,2,2017-03-07 02:15:00,19:22:34,21.7,,40.3,MOZART Y TANDIL,CALLE,MOZART,,TANDIL,MOZART y TANDIL,9,-58.48501341,-34.64742455,No Data-Car,No Data,Car,2017-0029,2017-03-07,2017,3,7,No Data,No Data,Male,34,2017-03-07
2017-0030,1,2017-03-07,08:00:00,8,2017-03-07 08:00:00,19:22:31,21.7,,40.3,MOZART Y COLECTORA AV. TTE. LUIS J DELLEPIANE,AVENIDA,MOZART,,AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,MOZART y AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,9,-58.47010988,-34.65872088,Car-Passengers,Car,Passengers,2017-0030,2017-03-07,2017,3,7,Driver,Car,Female,27,2017-03-07
2017-0031,1,2017-03-11,01:30:00,1,2017-03-11 01:30:00,19:16:52,20.3,,51.4,24 DE NOVIEMBRE Y PAVON ,CALLE,24 DE NOVIEMBRE,,PAVON,24 DE NOVIEMBRE y PAVON,3,-58.40997560,-34.62873635,Car-OBJETO FIJO,Car,Fixed Object,2017-0031,2017-03-11,2017,3,11,Passenger_Companion,Car,Male,70,2017-03-11
2017-0032,1,2017-03-12,05:00:00,5,2017-03-12 05:00:00,19:15:50,18.2,,13.7,AV. GRAL. PAZ Y PEDRO DE MENDOZA,GRAL PAZ,"PAZ, GRAL. AV.",,LOS CEDROS,"PAZ, GRAL. AV. y LOS CEDROS",8,-58.48892175,-34.68359163,Car-Car,Car,Car,2017-0032,2017-03-12,2017,3,12,Passenger_Companion,Car,Female,40,2017-03-12
2017-0033,1,2017-03-12,07:30:00,7,2017-03-12 07:30:00,19:15:57,19.0,,12.3,AV. GRAL. PAZ KM. 10,GRAL PAZ,"PAZ, GRAL. AV.",,"GUTIERREZ, RICARDO","PAZ, GRAL. AV. y GUTIERREZ, RICARDO",11,-58.52466448,-34.60325478,Car-Car,Car,Car,2017-0033,2017-03-12,2017,3,12,Driver,Car,Male,28,2017-03-12
2017-0034,1,2017-03-13,07:50:00,7,2017-03-13 07:50:00,19:14:11,20.3,,0.0,GODOY CRUZ 2651,CALLE,GODOY CRUZ,2651.0,,GODOY CRUZ 2651,14,-58.42554218,-34.57929036,Pedestrian-Car,Pedestrian,Car,2017-0034,2017-03-13,2017,3,13,Pedestrian,Pedestrian,Male,43,2017-03-13
2017-0035,3,2017-03-23,05:00:00,5,2017-03-23 05:00:00,19:00:07,22.5,,48.6,AV. DR. TRISTAN ACHAVAL RODRIGUEZ Y BLVD. AZUCENA VILLAFLOR,AVENIDA,"ACHAVAL RODRIGUEZ, T., DR. AV.",,"VILLAFLOR, AZUCENA","ACHAVAL RODRIGUEZ, T., DR. AV. y VILLAFLOR, AZUCENA",1,-58.35881506,-34.61113641,Car-OBJETO FIJO,Car,Fixed Object,2017-0035,2017-03-23,2017,3,23,Driver,Car,Male,28,2017-03-23
2017-0035,3,2017-03-23,05:00:00,5,2017-03-23 05:00:00,19:00:07,22.5,,48.6,AV. DR. TRISTAN ACHAVAL RODRIGUEZ Y BLVD. AZUCENA VILLAFLOR,AVENIDA,"ACHAVAL RODRIGUEZ, T., DR. AV.",,"VILLAFLOR, AZUCENA","ACHAVAL RODRIGUEZ, T., DR. AV. y VILLAFLOR, AZUCENA",1,-58.35881506,-34.61113641,Car-OBJETO FIJO,Car,Fixed Object,2017-0035,2017-03-23,2017,3,23,Passenger_Companion,Car,Male,32,2017-03-23
2017-0035,3,2017-03-23,05:00:00,5,2017-03-23 05:00:00,19:00:07,22.5,,48.6,AV. DR. TRISTAN ACHAVAL RODRIGUEZ Y BLVD. AZUCENA VILLAFLOR,AVENIDA,"ACHAVAL RODRIGUEZ, T., DR. AV.",,"VILLAFLOR, AZUCENA","ACHAVAL RODRIGUEZ, T., DR. AV. y VILLAFLOR, AZUCENA",1,-58.35881506,-34.61113641,Car-OBJETO FIJO,Car,Fixed Object,2017-0035,2017-03-23,2017,3,23,Passenger_Companion,Car,Male,30,2017-03-23
2017-0036,2,2017-03-29,18:00:00,18,2017-03-29 18:00:00,18:52:27,22.8,,28.8,CURUPAYTI Y COLECTORA AV. GRAL. PAZ,GRAL PAZ,"PAZ, GRAL. AV.",,CAMPANA,"PAZ, GRAL. AV. y CAMPANA",12,-58.51452347,-34.58159762,Motorcycle-Passengers,Motorcycle,Passengers,2017-0036,2017-03-29,2017,3,29,Passenger_Companion,Motorcycle,Female,42,2017-03-29
2017-0036,2,2017-03-29,18:00:00,18,2017-03-29 18:00:00,18:52:27,22.8,,28.8,CURUPAYTI Y COLECTORA AV. GRAL. PAZ,GRAL PAZ,"PAZ, GRAL. AV.",,CAMPANA,"PAZ, GRAL. AV. y CAMPANA",12,-58.51452347,-34.58159762,Motorcycle-Passengers,Motorcycle,Passengers,2017-0036,2017-03-29,2017,3,29,Driver,Motorcycle,Male,20,2017-03-29
2017-0037,1,2017-03-31,03:00:00,3,2017-03-31 03:00:00,18:49:12,23.2,,50.0,AV. INDEPENDENCIA Y VIRREY CEVALLOS,AVENIDA,INDEPENDENCIA AV.,,"CEVALLOS, VIRREY","INDEPENDENCIA AV. y CEVALLOS, VIRREY",1,-58.38896772,-34.61799615,Motorcycle-Cargo Vehicle,Motorcycle,Cargo Vehicle,2017-0037,2017-03-31,2017,3,31,Driver,Motorcycle,Male,41,2017-03-31
2017-0038,1,2017-04-01,19:00:00,19,2017-04-01 19:00:00,18:48:02,23.4,,47.9,AV. CASTA¥ARES Y LAUTARO,AVENIDA,CASTA?ARES AV.,,LAUTARO,CASTAÇ?ARES AV. y LAUTARO,7,-58.44516857,-34.64363363,Motorcycle-Car,Motorcycle,Car,2017-0038,2017-04-01,2017,4,1,Driver,Motorcycle,Female,40,2017-04-01
2017-0040,1,2017-04-03,09:40:00,9,2017-04-03 09:40:00,18:45:21,19.8,rain,57.4,CAMINO CIUDAD UNUVERSITARIA Y AV. TTE. GUIRALDES,AVENIDA,"GUIRALDES, INT.",2699.0,,"GUIRALDES, INT. 2699",13,-58.43834197,-34.54560369,MULTIPLE,Car,Multiple,2017-0040,2017-04-03,2017,4,3,Driver,Car,Male,43,2017-04-03
2017-0041,1,2017-04-03,23:15:00,23,2017-04-03 23:15:00,18:45:22,19.5,rain,57.2,BALDOMERO FERNANDEZ MORENO 2186,CALLE,"FERNANDEZ MORENO, BALDOMERO",2186.0,,"FERNANDEZ MORENO, BALDOMERO 2186",7,-58.45485084,-34.63531854,Motorcycle-Car,Motorcycle,Car,2017-0041,2017-04-03,2017,4,3,Driver,Motorcycle,Male,17,
2017-0042,1,2017-04-10,09:00:00,9,2017-04-10 09:00:00,,,,,AV. LEOPOLDO LUGONES PKM 6900,GRAL PAZ,"LUGONES, LEOPOLDO AV.",,,"LUGONES, LEOPOLDO AV.",14,.,.,Motorcycle-Cargo Vehicle,Motorcycle,Cargo Vehicle,2017-0042,2017-04-10,2017,4,10,Driver,Motorcycle,Male,42,2017-04-10
2017-0045,1,2017-04-14,06:15:00,6,2017-04-14 06:15:00,18:31:14,17.7,,1.5,NOGOYA 5940,CALLE,NOGOYA,5940.0,,NOGOYA 5940,10,-58.52449285,-34.62454175,Motorcycle-OBJETO FIJO,Motorcycle,Fixed Object,2017-0045,2017-04-14,2017,4,14,Driver,Motorcycle,Male,21,2017-04-14
2017-0047,1,2017-04-23,06:30:00,6,2017-04-23 06:30:00,18:20:05,16.8,,21.0,AV. ARGENTINA Y AV. CORVALAN,AVENIDA,ARGENTINA AV.,,CORVALAN,ARGENTINA AV. y CORVALAN,8,-58.46713742,-34.67198790,Motorcycle-Car,Motorcycle,Car,2017-0047,2017-04-23,2017,4,23,Driver,Motorcycle,Male,37,2017-04-23
2017-0049,1,2017-04-27,18:16:00,18,2017-04-27 18:16:00,18:15:33,15.3,,0.1,AV. FERNANDEZ DE LA CRUZ Y VARELA,AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",,VARELA AV.,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. y VARELA AV.",8,-58.43850413,-34.65554754,Pedestrian-Passengers,Pedestrian,Passengers,2017-0049,2017-04-27,2017,4,27,Pedestrian,Pedestrian,Male,22,2017-04-27
2017-0050,2,2017-04-28,11:08:08,11,2017-04-28 11:08:08,,,,,AU PERITO MORENO Y RAMAL ENLACE AU1/AU6,AUTOPISTA,AUTOPISTA PERITO MORENO,,,,9,.,.,Motorcycle-Cargo Vehicle,Motorcycle,Cargo Vehicle,2017-0050,2017-04-28,2017,4,28,Driver,Motorcycle,Male,46,2017-04-28
2017-0050,2,2017-04-28,11:08:08,11,2017-04-28 11:08:08,,,,,AU PERITO MORENO Y RAMAL ENLACE AU1/AU6,AUTOPISTA,AUTOPISTA PERITO MORENO,,,,9,.,.,Motorcycle-Cargo Vehicle,Motorcycle,Cargo Vehicle,2017-0050,2017-04-28,2017,4,28,Passenger_Companion,Motorcycle,Male,16,2017-04-28
2017-0051,1,2017-05-01,03:47:47,3,2017-05-01 03:47:47,,,,,AU DELLEPIANE 2400,AUTOPISTA,AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,,,,7,.,.,Car-Car,Car,Car,2017-0051,2017-05-01,2017,5,1,Driver,Car,Male,33,2017-05-01
2017-0052,1,2017-05-05,03:40:00,3,2017-05-05 03:40:00,18:07:39,20.2,,37.5,AV. GRAL. PAZ Y GOLETA JULIA,GRAL PAZ,"PAZ, GRAL. AV.",,GOLETA SANTA CRUZ,"PAZ, GRAL. AV. y GOLETA SANTA CRUZ",8,-58.49413799,-34.68095739,Pedestrian-Cargo Vehicle,Pedestrian,Cargo Vehicle,2017-0052,2017-05-05,2017,5,5,Pedestrian,Pedestrian,Female,47,2017-05-05
2017-0053,1,2017-05-05,20:16:22,20,2017-05-05 20:16:22,18:07:14,20.0,,37.6,VIEYTES Y VILLARINO,CALLE,VIEYTES,,VILLARINO,VIEYTES y VILLARINO,4,-58.37547846,-34.65326075,Motorcycle-Cargo Vehicle,Motorcycle,Cargo Vehicle,2017-0053,2017-05-05,2017,5,5,Driver,Motorcycle,Male,28,2017-05-05
2017-0054,1,2017-05-07,21:00:00,21,2017-05-07 21:00:00,18:05:58,20.1,rain,64.2,AV. DE LOS CONSTITUYENTES Y PEDRO MORAN,AVENIDA,DE LOS CONSTITUYENTES AV.,,"MORAN, PEDRO","DE LOS CONSTITUYENTES AV. y MORAN, PEDRO",15,-58.48680218,-34.58689719,Motorcycle-Car,Motorcycle,Car,2017-0054,2017-05-07,2017,5,7,Passenger_Companion,Motorcycle,Female,20,2017-05-07
2017-0055,1,2017-05-09,08:30:00,8,2017-05-09 08:30:00,18:04:17,15.2,,19.1,AV. DE LOS CONSTITUYENTES 4900,AVENIDA,DE LOS CONSTITUYENTES AV.,4900.0,,DE LOS CONSTITUYENTES AV. 4900,12,-58.49563989,-34.57962262,Car-Car,Car,Car,2017-0055,2017-05-09,2017,5,9,Driver,Car,Male,32,2017-05-09
2017-0058,1,2017-05-09,23:10:00,23,2017-05-09 23:10:00,18:03:48,15.8,,20.2,AV. CORDOBA Y LIBERTAD,AVENIDA,CORDOBA AV.,,LIBERTAD,CORDOBA AV. y LIBERTAD,1,-58.38403232,-34.59915940,Pedestrian-Motorcycle,Pedestrian,Motorcycle,2017-0058,2017-05-09,2017,5,9,Pedestrian,Pedestrian,Male,80,2017-05-09
2017-0059,1,2017-05-11,09:24:00,9,2017-05-11 09:24:00,18:02:05,14.3,rain,71.1,BRASIL Y LIMA,CALLE,BRASIL,,LIMA,BRASIL y LIMA,1,-58.38223382,-34.62693865,Pedestrian-Passengers,Pedestrian,Passengers,2017-0059,2017-05-11,2017,5,11,Pedestrian,Pedestrian,Female,39,2017-05-11
2017-0060,1,2017-05-13,07:20:00,7,2017-05-13 07:20:00,18:00:45,16.3,,74.5,AV. ESCALADA Y AV. FERNANDEZ DE LA CRUZ,AVENIDA,ESCALADA AV.,,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.","ESCALADA AV. y FERNANDEZ DE LA CRUZ, F., GRAL. AV.",8,-58.45966521,-34.67323292,Motorcycle-OBJETO FIJO,Motorcycle,Fixed Object,2017-0060,2017-05-13,2017,5,13,Passenger_Companion,Motorcycle,Male,30,2017-05-13
2017-0061,1,2017-05-15,13:29:30,13,2017-05-15 13:29:30,17:59:10,16.9,,41.3,PARAGUAY Y AV. CALLAO ,AVENIDA,PARAGUAY,,CALLAO AV.,PARAGUAY y CALLAO AV.,2,-58.39303911,-34.59871111,Pedestrian-Motorcycle,Pedestrian,Motorcycle,2017-0061,2017-05-15,2017,5,15,Pedestrian,Pedestrian,Male,47,2017-05-16
2017-0062,1,2017-05-15,16:00:00,16,2017-05-15 16:00:00,17:59:34,16.1,,46.3,AV. JUAN B JUSTO Y SAN BLAS,AVENIDA,"JUSTO, JUAN B. AV.",,SAN BLAS,"JUSTO, JUAN B. AV. y SAN BLAS",10,-58.51262106,-34.63395999,Motorcycle-Cargo Vehicle,Motorcycle,Cargo Vehicle,2017-0062,2017-05-15,2017,5,15,Driver,Motorcycle,Male,35,2017-05-15
2017-0063,1,2017-05-17,10:13:00,10,2017-05-17 10:13:00,17:57:42,16.2,,7.2,CHILE Y AV. 9 DE JULIO,AVENIDA,CHILE,,9 DE JULIO AV.,CHILE y 9 DE JULIO AV.,1,-58.38118367,-34.61646839,Pedestrian-Passengers,Pedestrian,Passengers,2017-0063,2017-05-17,2017,5,17,Pedestrian,Pedestrian,Female,79,2017-05-17
2017-0064,1,2017-05-20,05:00:00,5,2017-05-20 05:00:00,17:55:50,11.0,rain,79.1,MAIPU Y PERON,CALLE,MAIPU,,"PERON, JUAN DOMINGO, TTE. GENERAL","MAIPU y PERON, JUAN DOMINGO, TTE. GENERAL",1,-58.37653284,-34.60582475,Cargo Vehicle-Car,Cargo Vehicle,Car,2017-0064,2017-05-20,2017,5,20,Passenger_Companion,Cargo Vehicle,Male,61,2017-05-20
2017-0065,1,2017-05-22,16:00:00,16,2017-05-22 16:00:00,17:54:38,15.7,,28.9,AV. SUAREZ Y HERRERA,AVENIDA,SUAREZ AV.,,HERRERA,SUAREZ AV. y HERRERA,4,-58.37709334,-34.64035082,Bicycle-Cargo Vehicle,Bicycle,Cargo Vehicle,2017-0065,2017-05-22,2017,5,22,Cyclist,Bicycle,Male,21,2017-05-22
2017-0066,1,2017-05-22,18:10:00,18,2017-05-22 18:10:00,17:55:03,15.7,,28.1,AV. SAN MARTIN Y FRAGATA SARMIENTO,AVENIDA,SAN MARTIN AV.,,FRAGATA PRES. SARMIENTO,SAN MARTIN AV. y FRAGATA PRES. SARMIENTO,15,-58.46002142,-34.60409469,Pedestrian-Passengers,Pedestrian,Passengers,2017-0066,2017-05-22,2017,5,22,Pedestrian,Pedestrian,Male,10,2017-05-22
2017-0067,1,2017-05-23,02:45:00,2,2017-05-23 02:45:00,17:54:22,17.0,,34.1,AV. DIRECTORIO Y AV. JOSE MARIA MORENO,AVENIDA,DIRECTORIO AV.,,"MORENO, JOSE MARIA AV.","DIRECTORIO AV. y MORENO, JOSE MARIA AV.",6,-58.43381970,-34.62801894,Motorcycle-Cargo Vehicle,Motorcycle,Cargo Vehicle,2017-0067,2017-05-23,2017,5,23,Driver,Motorcycle,Male,21,2017-05-23
2017-0068,1,2017-05-27,19:50:00,19,2017-05-27 19:50:00,17:52:27,11.4,,59.6,AV. TTE. FRANCISCO RABANAL 2950,AVENIDA,"RABANAL, FRANCISCO, INTENDENTE AV.",2950.0,,"RABANAL, FRANCISCO, INTENDENTE AV. 2950",8,-58.43580656,-34.66437532,Motorcycle-OBJETO FIJO,Motorcycle,Fixed Object,2017-0068,2017-05-27,2017,5,27,Driver,Motorcycle,Male,32,2017-05-27
2017-0069,1,2017-05-24,14:15:00,14,2017-05-24 14:15:00,17:54:09,16.8,rain,90.4,AV. GRAL. PAZ Y ULRICO SCHMIDL,GRAL PAZ,"PAZ, GRAL. AV.",,"SCHMIDL, ULRICO","PAZ, GRAL. AV. y SCHMIDL, ULRICO",9,-58.52173071,-34.65997463,Motorcycle-No Data,Motorcycle,No Data,2017-0069,2017-05-29,2017,5,29,Driver,Motorcycle,Male,39,2017-05-29
2017-0070,1,2017-05-30,13:20:00,13,2017-05-30 13:20:00,17:51:47,10.3,,35.6,NUEVA YORK  3696,CALLE,NUEVA YORK,3696.0,,NUEVA YORK 3696,11,-58.50791763,-34.59804273,Pedestrian-Car,Pedestrian,Car,2017-0070,2017-05-30,2017,5,30,Pedestrian,Pedestrian,Male,80,2017-05-31
2017-0072,1,2017-06-03,23:20:00,23,2017-06-03 23:20:00,17:50:40,14.0,,55.1,AV. DE LOS CONSTITUYENTES Y VALLEJOS,AVENIDA,DE LOS CONSTITUYENTES AV.,,VALLEJOS,DE LOS CONSTITUYENTES AV. y VALLEJOS,12,-58.49175088,-34.58226957,Car-Car,Car,Car,2017-0072,2017-06-03,2017,6,3,Driver,Car,Male,25,2017-06-03
2017-0073,1,2017-06-04,09:00:00,9,2017-06-04 09:00:00,17:50:04,13.1,,72.2,AV. CORRIENTES Y ECUADOR,AVENIDA,CORRIENTES AV.,,ECUADOR,CORRIENTES AV. y ECUADOR,3,-58.40781467,-34.60425669,Motorcycle-Car,Motorcycle,Car,2017-0073,2017-06-04,2017,6,4,Driver,Motorcycle,Male,19,2017-06-04
2017-0074,1,2017-06-04,12:50:00,12,2017-06-04 12:50:00,17:50:28,12.3,,72.3,CASCO 133,CALLE,CASCO,133.0,,CASCO 133,9,-58.52567073,-34.63787791,No Data-No Data,No Data,No Data,2017-0074,2017-06-04,2017,6,4,No Data,No Data,Male,70,2017-06-04
2017-0075,1,2017-06-12,22:38:00,22,2017-06-12 22:38:00,17:49:15,10.3,,21.2,AV. DE MAYO Y AV. 9 DE JULIO,AVENIDA,DE MAYO AV.,,9 DE JULIO AV.,DE MAYO AV. y 9 DE JULIO AV.,1,-58.38154200,-34.60906385,Pedestrian-Motorcycle,Pedestrian,Motorcycle,2017-0075,2017-06-12,2017,6,12,Pedestrian,Pedestrian,Male,55,2017-06-12
2017-0076,1,2017-06-13,14:50:00,14,2017-06-13 14:50:00,17:49:22,12.8,,22.7,AV. RAMON CASTILLO Y CALLE 12,AVENIDA,"CASTILLO, RAMON S., PRES. AV.",,CALLE 12 (NO OFICIAL),"CASTILLO, RAMON S., PRES. AV. y CALLE 12 (NO OFICIAL)",2,-58.38526125,-34.57805810,Pedestrian-Cargo Vehicle,Pedestrian,Cargo Vehicle,2017-0076,2017-06-13,2017,6,13,Pedestrian,Pedestrian,Female,30,2017-06-13
2017-0077,1,2017-06-17,23:45:00,23,2017-06-17 23:45:00,17:49:54,18.8,rain,56.0,FRAY JUSTO SANTAMARIA DE ORO 1930,CALLE,FRAY JUSTO SANTAMARIA DE ORO,1930.0,,FRAY JUSTO SANTAMARIA DE ORO 1930,14,-58.42934104,-34.58451712,Motorcycle-Cargo Vehicle,Motorcycle,Cargo Vehicle,2017-0077,2017-06-17,2017,6,17,Driver,Motorcycle,Female,60,2017-06-18
2017-0079,1,2017-06-19,16:26:00,16,2017-06-19 16:26:00,17:50:03,7.7,,3.6,MEXICO Y DEAN FUNES,CALLE,MEXICO,,DEAN FUNES,MEXICO y DEAN FUNES,3,-58.40657493,-34.61781124,Motorcycle-Cargo Vehicle,Motorcycle,Cargo Vehicle,2017-0079,2017-06-19,2017,6,19,Driver,Motorcycle,Male,33,2017-06-19
2017-0080,1,2017-06-22,10:15:00,10,2017-06-22 10:15:00,17:51:00,16.4,,73.7,AV. JUAN B ALBERDI Y AV. ESCALADA,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",,ESCALADA AV.,"ALBERDI, JUAN BAUTISTA AV. y ESCALADA AV.",9,-58.49525314,-34.64487785,Pedestrian-Cargo Vehicle,Pedestrian,Cargo Vehicle,2017-0080,2017-06-22,2017,6,22,Pedestrian,Pedestrian,Female,95,2017-06-22
2017-0082,1,2017-06-25,22:40:00,22,2017-06-25 22:40:00,17:51:29,19.6,,82.2,AV. ENTRE RIOS Y AV. BRASIL,AVENIDA,ENTRE RIOS AV.,,BRASIL,ENTRE RIOS AV. y BRASIL,4,-58.39092851,-34.62932696,Pedestrian-Car,Pedestrian,Car,2017-0082,2017-06-25,2017,6,25,Pedestrian,Pedestrian,Male,36,2017-06-25
2017-0083,1,2017-07-04,00:25:00,0,2017-07-04 00:25:00,17:55:31,15.7,,15.3,AV. JUAN B ALBERDI Y GUARDIA NACIONAL,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",,GUARDIA NACIONAL,"ALBERDI, JUAN BAUTISTA AV. y GUARDIA NACIONAL",9,-58.49603546,-34.64564271,Motorcycle-Cargo Vehicle,Motorcycle,Cargo Vehicle,2017-0083,2017-07-04,2017,7,4,Driver,Motorcycle,Male,37,2017-07-04
2017-0084,1,2017-07-05,12:49:00,12,2017-07-05 12:49:00,17:55:43,14.7,rain,58.4,AV. DEL LIBERTADOR Y RODRIGUEZ PE¥A,AVENIDA,DEL LIBERTADOR AV.,,RODRIGUEZ PE?A,DEL LIBERTADOR AV. y RODRIGUEZ PEÇ?A,2,-58.38502878,-34.58703485,Pedestrian-Passengers,Pedestrian,Passengers,2017-0084,2017-07-05,2017,7,5,Pedestrian,Pedestrian,Female,73,2017-07-05
2017-0085,1,2017-07-07,14:15:00,14,2017-07-07 14:15:00,17:56:35,13.3,rain,96.4,TACUARI Y AV. MARTIN GARCIA,AVENIDA,TACUARI,,"GARCIA, MARTIN AV.","TACUARI y GARCIA, MARTIN AV.",4,-58.37261143,-34.63150425,Pedestrian-Passengers,Pedestrian,Passengers,2017-0085,2017-07-07,2017,7,7,Pedestrian,Pedestrian,Male,84,2017-07-07
2017-0086,1,2017-07-09,07:30:00,7,2017-07-09 07:30:00,17:58:15,10.9,rain,87.5,AV. RIVADAVIA Y MURGUIONDO,AVENIDA,RIVADAVIA AV.,,MURGUIONDO,RIVADAVIA AV. y MURGUIONDO,9,-58.51876802,-34.63905965,Pedestrian-Motorcycle,Pedestrian,Motorcycle,2017-0086,2017-07-09,2017,7,9,Pedestrian,Pedestrian,Female,30,2017-07-09
2017-0087,1,2017-07-10,10:45:00,10,2017-07-10 10:45:00,17:58:26,10.9,rain,77.2,24 DE NOVIEMBRE 390,CALLE,24 DE NOVIEMBRE,390.0,,24 DE NOVIEMBRE 390,3,-58.41095567,-34.61516101,Pedestrian-Car,Pedestrian,Car,2017-0087,2017-07-10,2017,7,10,Pedestrian,Pedestrian,Female,73,2017-07-10
2017-0088,1,2017-07-10,22:30:00,22,2017-07-10 22:30:00,17:58:15,10.9,rain,78.2,AV. PASEO COLON Y BRASIL,AVENIDA,PASEO COLON AV.,,BRASIL AV.,PASEO COLON AV. y BRASIL AV.,1,-58.36797542,-34.62519403,Pedestrian-Passengers,Pedestrian,Passengers,2017-0088,2017-07-10,2017,7,10,Pedestrian,Pedestrian,Male,43,2017-07-10
2017-0089,1,2017-07-13,12:05:00,12,2017-07-13 12:05:00,18:00:33,19.0,,57.8,MARTINIANO LEGUIZAMON 901,CALLE,"LEGUIZAMON, MARTINIANO",901.0,,"LEGUIZAMON, MARTINIANO 901",9,-58.51514709,-34.64787051,No Data-Car,No Data,Car,2017-0089,2017-07-13,2017,7,13,No Data,No Data,Male,23,
2017-0090,1,2017-07-15,05:15:00,5,2017-07-15 05:15:00,18:01:56,13.2,rain,88.2,AV. CHIVILCOY Y COLECTORA AV. GRAL. PAZ ,GRAL PAZ,CHIVILCOY AV.,,"PAZ, GRAL. AV.","CHIVILCOY AV. y PAZ, GRAL. AV.",11,-58.51925642,-34.59171721,Pedestrian-Car,Pedestrian,Car,2017-0090,2017-07-15,2017,7,15,Pedestrian,Pedestrian,Male,22,2017-07-15
2017-0091,1,2017-07-15,13:00:00,13,2017-07-15 13:00:00,18:01:55,13.3,rain,87.3,SUPERI Y AV. GRAL. PAZ,GRAL PAZ,SUPERI,,"PAZ, GRAL. AV.","SUPERI y PAZ, GRAL. AV.",12,-58.48671535,-34.54321216,Motorcycle-No Data,Motorcycle,No Data,2017-0091,2017-07-15,2017,7,15,Driver,Motorcycle,Male,58,2017-07-15
2017-0092,1,2017-07-24,22:16:01,22,2017-07-24 22:16:01,18:07:18,12.9,rain,76.3,AU 25 DE MAYO Y AU FRONDIZI (9 DE JULIO SUR),AUTOPISTA,AUTOPISTA 25 DE MAYO,,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,AUTOPISTA 25 DE MAYO y AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,1,-58.38268809,-34.62282019,Pedestrian-Car,Pedestrian,Car,2017-0092,2017-07-24,2017,7,24,Pedestrian,Pedestrian,Male,66,2017-07-24
2017-0093,1,2017-07-25,16:48:40,16,2017-07-25 16:48:40,18:08:22,12.5,,66.6,"AV. LEOPOLDO LUGONES KM 7,5, ALTURA PUENTE SCALABRINI ORTIZ, SENTIDO A CENTRO PORTE¥O",AUTOPISTA,"LUGONES, LEOPOLDO AV.",,PUENTE DISTRIBUIDOR SCALABRINI ORTIZ,"LUGONES, LEOPOLDO AV. y PUENTE DISTRIBUIDOR SCALABRINI ORTIZ",13,-58.43633522,-34.54966288,Pedestrian-Car,Pedestrian,Car,2017-0093,2017-07-25,2017,7,25,Pedestrian,Pedestrian,Male,42,2017-07-25
2017-0094,1,2017-07-27,08:50:00,8,2017-07-27 08:50:00,18:09:59,17.5,,66.5,VICTOR HUGO 2639,CALLE,"HUGO, VICTOR",2639.0,,"HUGO, VICTOR 2639",10,-58.52640838,-34.61765855,Bicycle-Cargo Vehicle,Bicycle,Cargo Vehicle,2017-0094,2017-07-27,2017,7,27,Cyclist,Bicycle,Female,56,2017-07-27
